FishStock,Year,Management,Additional
sol.27.7bc,2018,"<ul><li>The stock and management units are both ICES Division 7.b and 7.c. </li> <li>The stock is managed by TAC and recent landings have been close to the TAC.</li> <li>Fisheries in 7.b,c were subject to the landing obligation for sole in 2018.</li></ul>",<ul><li>Irish landings of West of Ireland sole are mainly taken as a bycatch in mixed fisheries targeting <em>Nephrops</em> and the other bottom trawl fisheries that occur in relatively shallow water (less than 200m) of area 7b.</li></ul>
sol.27.7bc,2019,<ul><li> The stock and management units are both ICES Divisions 7.b and 7.c. </li> <li> The stock is managed by TAC and recent landings have been close to the TAC.</li></ul>,<ul><li> Irish landings of West of Ireland sole are mainly taken as a bycatch in mixed fisheries targeting <em>Nephrops</em> and the other bottom trawl fisheries that occur in relatively shallow water (less than 200m) of area 7.b.</li></ul>
sol.27.7fg,2015,<ul><li> The TAC area covers Divisions VIIfg. The assessment area is the same as the TAC area.</li> <li> The 2015 TAC was 851 t with an associated Irish quota of 27 t.</li></ul>,<ul><li>There is no additional information for this stock</li></ul>
sol.27.7fg,2016,<ul><li> The stock and management units are both ICES Division 7.f and 7.g</li></ul>,"<ul><li> Irish landings of Celtic Sea sole are mainly taken in mixed fisheries and are mainly landed with megrim, anglerfish, <em>Nephrops</em> and gadoids.</li></ul>"
sol.27.7fg,2017,<ul><li> The stock and management units are both ICES Division 7.f and 7.g</li> <li> The Irish quota is very restrictive with a 1% bycatch quota in sole for most months.</li> <li> Fisheries in 7.f and 7.g using beam trawls and gill nets are subject to the landing obligation for sole in 2018 (see Appendix VI).</li></ul>,"<ul><li> Irish landings of Celtic Sea sole are mainly taken in mixed fisheries and are mainly landed with megrim, anglerfish, <em>Nephrops</em> and gadoids.</li></ul>"
sol.27.7fg,2018,"<ul><li>The stock and management units are both ICES Division 7.f and 7.g </li> <li>The Irish quota is very restrictive, Ireland applies a 1% bycatch quota in sole for most months (DAFM, Fisheries management Notices).</li></ul>","<ul><li>In 2018, SSB is estimated to be just above MSY B<sub>trigger</sub> and Fishing mortality is above F<sub>MSY</sub>. The 2015 and 2017 recruitment are estimated to be have been well above average with the latter being the second highest in the time-series.</li> <li>This fishery was worth &#8364 260,000 in 2017. </li> <li>Discarding is low for this stock (42 t in 2017, about 5%). </li> <li>Irish landings of Celtic Sea sole are mainly taken as a minor by-catch in mixed fisheries targeting <em>Nephrops</em> and are in mixed beam trawl fisheries off the south coast.</li></ul>"
sol.27.7fg,2019,"<ul><li> The stock and management units are both ICES Division 7.f and 7.g. </li> <li> The Irish quota is very restrictive, Ireland applies a 1% bycatch quota in sole for most months (DAFM, Fisheries management Notices). </li></ul>","<ul><li> There was an inter-benchmark in 2019 (ICES 2019b) for this stock which lead to a substantial change in perception of the stock with an upward revision of the stock size and recruitment, and a downward revision of the F to below F<sub>MSY</sub>. As a result, a special request was made to ICES for a revision of catch advice for 2019. </li> <li> The ICES response to the special request states that if the 2019 TAC is revised, then the advice released in June 2019 would no longer be valid. </li> <li> If the 2019 TAC is not revised, the June 2019 advice would still be valid, with catches in 2020 that correspond to the F ranges in the MAP are between 1020 and 2665 tonnes. According to the MAP, catches higher than those corresponding to F<sub>MSY</sub> (1731 tonnes).</li> <li> If the 2019 TAC were to be revised to fishing at F<sub>MSY</sub> (1488 tonnes), ICES advises that when WWMAP is applied catches in 2020, corresponding to F ranges, are between 918 and 2,402 tonnes, with an F<sub>MSY</sub> point value of 1,559 tonnes.</li> <li> If the 2019 TAC were to be revised to the 2019 TAC +20% (1009 tonnes), ICES advises that when WWMAP is applied catches in 2020, corresponding to F ranges are between 993 and 2,597 tonnes, with an F<sub>MSY</sub> point value of 1,686 tonnes.</li> <li> This fishery was worth &#8364 280,000 in 2018. </li> <li> Discarding has increased from 5% (42 t) in 2017 to 14% (147 t) in 2018 for this stock.</li> <li> Irish landings of Celtic Sea sole are mainly taken as a minor bycatch in mixed fisheries targeting <em>Nephrops</em> and are in mixed beam trawl fisheries off the south coast.</li></ul>"
sol.27.7h-k,2015,"<ul><li> The TAC area covers Divisions VIIh-k. The assessment area also covers VIIh-k but there is insufficient data from VIIh to support an assessment and there are negligible landings from VIIk, therefore the assessment is carried out using data from VIIj only under the assumption that the trends are representative of VIIh-k. The 2015 TAC was 382 t with an associated Irish quota of 171 t (45%). Ireland was allocated the largest share of the TAC.</li> <li> This stock is mainly caught within coastal mixed fisheries by otter trawlers in VIIj.</li> <li> The stock is managed by TAC and recent landings have been below the TAC.</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
sol.27.7h-k,2016,"<ul><li> The TAC area covers Division 7.h-k. The assessment area also covers 7.h-k but there is insufficient data from 7.h to support an assessment and there are negligible landings from 7.k, therefore the assessment is carried out using data from 7.j only under the assumption that the trends are representative of 7.h-k.</li> <li> The stock is managed by TAC and recent landings have been below the TAC.</li></ul>","<ul><li> Irish landings of West of Ireland sole are mainly taken in mixed fisheries and are mainly landed with anglerfish, megrim and gadoid species.</li></ul>"
sol.27.7h-k,2017,<ul><li> The TAC area covers Division 7.h-k. The assessment area also covers 7.h-k but there is insufficient data from 7.h to support an assessment and there are negligible landings from 7.k. The assessment is carried out using data from 7.j and the advice is scaled up to take account of landings in 7.h.</li> <li> The stock is managed by TAC and recent Irish landings have been below the quota.</li> <li> Beam trawl and gill net fisheries in 7.f-7.k are subject to the landing obligation for sole in 2018 (see Appendix VI). The majority of the Irish catches are from otter trawls which are not yet subject to the landing obligation.</li></ul>,"<ul><li> Irish landings of Southwest of Ireland sole are mainly taken in mixed otter trawl fisheries and are mainly landed with anglerfish, megrim and gadoid species.</li></ul>"
sol.27.7h-k,2018,<ul><li>The TAC area covers Division 7.h-k. The assessment area also covers 7.h-k but there is insufficient data from 7.h to support an assessment and there are negligible landings from 7.k. The assessment is carried out using data from 7.j and the advice is scaled up to take account of landings in 7.h.</li> <li>The stock is managed by TAC and recent Irish landings have been below the quota.</li></ul>,"<ul><li>Irish landings of Southwest of Ireland sole are mainly taken in mixed otter trawl fisheries and are mainly landed with anglerfish, megrim and gadoid species.</li> <li>This fishery was worth &#8364 45,000 in 2017. </li> <li>Since 2002, Irish landings have been well below the Irish quota. </li> <li>Discarding is considered to be negligible (5 t in 2017, less than 2%).</li></ul>"
sol.27.7h-k,2019,<ul><li> The TAC area covers Division 7.h-k. The assessment area also covers 7.h-k but there is insufficient data from 7.h to support an assessment and there are negligible landings from 7.k. The assessment is carried out using data from 7.j and the advice is scaled up to take account of landings in 7.h. <li> The stock is managed by TAC and recent Irish landings have been below the quota.</li></ul>,"<ul><li> Irish landings of Southwest of Ireland sole are mainly taken in mixed otter trawl fisheries and are mainly landed with anglerfish, megrim and gadoid species.</li> <li> Discarding is considered to be negligible (1 t in 2018, less than 0.5%).</li></ul>"
spr.27.67a-cf-k,2015,"<ul><li> There are no TACs for sprat in Irish waters. TACs are in place in the English Channel and in the North Sea.</li> <li> EC vessels are restricted in the gear they can use to target sprat. Mesh sizes of 16 mm and above are permitted when sprat is the target species. There are also restrictions on the by-catch of most pelagic and demersal species covered by the TAC and quota system. Further restrictions on mesh size of above 32 mm apply, if demersal TAC species are a by-catch in sprat fisheries.</li> <li> Though Irish vessels are not subject to any quota for sprat, certain license provisions regulate access to coastal waters for certain sizes of vessel.</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
spr.27.67a-cf-k,2016,"<ul><li> There are no TACs for sprat in Irish waters. TACs are in place in the English Channel and in the North Sea.</li> <li> EC vessels are restricted in the gear they can use to target sprat. Mesh sizes of 16 mm and above are permitted when sprat is the target species. There are also restrictions on the by-catch of most pelagic and demersal species covered by the TAC and quota system. Further restrictions on mesh size of above 32 mm apply, if demersal TAC species are a by-catch in sprat fisheries.</li> <li> Though Irish vessels are not subject to any quota for sprat, certain license provisions regulate access to coastal waters for certain sizes of vessel.</li></ul>",<ul><li>There is no additional information for this stock</li></ul>
