FishStock,Year,Management,Additional
whg.27.7a,2016,"<li> The stock and management units are both ICES Division 7.a.</li>
<li> The 2016 TAC was 80 t with an associated Irish quota of 46 t.</li>
<li> F<sub>MSY</sub> proxy 22 cm (expected mean length of catch above Lc
when F = M).</li>
<li> Effort reductions as part of the Cod Long Term Management Plan
(EC Reg.1342/2008) are in place, but not predicted to be beneficial
to 7.a whiting.</li>","<li> Irish landings of whiting in the Irish Sea are mainly taken in mixed fisheries and are mainly landed with
haddock. However, 20% of the landings come from trips where whiting was the dominant species mainly in
the south of 7.a.</li>
<li> This stock is due to be benchmarked in 2017.</li>
<li> Given the continued high discards and low total allowable catch (TAC) this stock could become a major
'choke species' for the 7.a <em>Nephrops</em> fishery in the context of the landing obligation.</li>
<li> WKPROXY 2015 concluded that the overall perception was Irish Sea whiting is exploited above the length
based indicator reference point proxies (see F<sub>MSY</sub> proxy above).</li>
<li> Recruitment in 2014 is one of the highest in the time series, but SSB has been at a low level since 2003.</li>
<li> Landings have been adjusted since 2003 to exclude landings taken from the southern rectangles (33E2 and
33E3) in the Irish Sea as they are not believed to be part of this stock. This needs to be considered when
setting catch options for Divisions 7.a and 7.b-k whiting.</li>"
whg.27.7a,2017,"<li> The stock area does not include Irish landings taken or reported in
33E2 and 33E3, these accounted for 82% of the 7.a Irish landings in
2016. The TAC management area covers all of ICES Division 7.a.</li>
<li> The 2017 TAC was 80 t with an associated Irish quota of 46 t.</li>","<li> The majority of whiting caught are discards in the <em>Nephrops</em> fishery and are below the minimum landings size.
Despite the introduction of several technical measures to reduce fin fish catch and discards in the <em>Nephrops</em>
fishery, the total discards estimates remain high. Given the continued high discards and low TAC this stock
could become a major 'choke species' for the Division 7.a <em>Nephrops</em> fishery in the context of the landing
obligation.</li>
<li> This stock was benchmarked in 2017 and the assessment was upgraded to category 1. The stock status is
confirmed by the new assessment and management advice from this assessment remains the same.</li>
<li> Landings have been adjusted to exclude landings taken from the southern rectangles (33E2 and 33E3) in the
Irish Sea as they are not believed to be part of this stock. This needs to be considered when setting catch
options for Divisions 7.a and 7.b-k whiting.</li>"
whg.27.7b-ce-k,2015,"<li> The TAC area covers Divisions VIIb-k, and the assessment area
covers Divisions VIIb,c,e-k. VIId is assessed as part of the North Sea
stock.</li>
<li> The 2015 TAC was set at 17,742 t with an associated Irish quota of
5,029 t.</li>
<li> There is a management plan in development by the NWWRAC for
mixed demersal fisheries catching whiting in VIIfg. FEAS supports the
development of this plan.</li>
<li> Technical measures have been implemented by vessels in the Celtic Sea to reduce discards of whiting. These are
expected to improve fishery selection and reduce discarding.</li>",There is no additional information for this stock
whg.27.7b-ce-k,2016,"<li> ICES division 7.d is not included in the assessment area for the
whiting 7.b-k stock. The ICES advice for 7.d is for total catches of
less the 5,446 t.</li>
<li> Vessels actively targeting whiting have been subject to the
landings obligation since 2016. Other fleets, in which whiting is a
bycatch species, are not currently under the landings obligation
(EC, 2015/812).</li>
<li> An uplift will need to be applied to the ICES landings advice in 2017
to cover vessels subject to the Landings Obligation.</li>","<li> Irish landings of Celtic Sea whiting are largely taken in a targeted fishery; two-thirds of the landings are from
trips where whiting was the dominant species. The remainder are taken in a more mixed fishery and are
landed with haddock, megrim, anglerfish as well as other gadoid species.</li>
<li> Whiting is fished at or below F<sub>MSY</sub> in 2017 under all mixed-fisheries scenarios except the maximum scenario,
reflecting that it is the least limiting stock for most fleets.</li>
<li> Catches reported or taken in ICES rectangles 33E2 and 33E3 are reallocated from Division 7.a to this stock.
The implications for this stock are minor due to the relative low catches which are in the order of 30-50 t
annually.</li>
<li> Recruitment in 2013 was one of the highest in the time series and resulted in increased in SSB with this year
class making up the bulk of the catches in 2015.</li>"
whg.27.7b-ce-k,2017,"<li> ICES division 7.d is not included in the assessment area for the
whiting 7.b-k stock. The ICES advice for 7.d is for wanted catch
catches (landings) of less than 2,688t.</li>
<li> Gadoid fisheries in 7.b,c,e-k and 7.d are subject to the landing
obligation for haddock in 2018 (see Appendix VI).</li>
<li> There were significant reported landings of whiting from
midwater gear targeting herring during 2016 as a consequence
of the landing obligation.</li>","<li> Irish landings of Celtic Sea whiting are largely taken in a targeted fishery; two-thirds of the landings are from
trips where whiting was the dominant species. The remainder are taken in a more mixed fishery and are
landed with haddock, megrim, anglerfish as well as other gadoid species.</li>
<li> Whiting is fished at or below F<sub>MSY</sub> in 2017 under all mixed-fisheries scenarios except the maximum scenario,
reflecting that it is the least limiting stock for most fleets.</li>
<li> Catches from ICES rectangles 33E2 and 33E3 are reallocated from Division 7.a to this stock. The implications
for this stock are minor due to the relative low catches which are in the order of 30-50 t annually.</li>"
pil.27.7,2015,"<li>No management regulations or TACs exist for sardine fisheries in ICES Sub-areas VI, VII and Divisions VIIIa,b,d,e.</li>
<li>No TAC exists for the VIIIc/IXa fishery although advice for 2016 is for catches of no more than 1,587 t.</li>
",There is no additional information for this stock
pil.27.7,2016,"<li>Advice is given for 2 years for Sub-area 7 and Divisions 8.a, b, d. There is no ICES advice for Sub-area 6.</li>
<li>No management regulations or TACs exist for sardine fisheries in ICES Sub-areas 6, 7 and Divisions 8.a, b, d and e.</li>
","<li>A stock size indicator derived from two separate survey indices is used as an index of stock development and as input to the ICES advisory framework for stocks where survey indices indicate trends.</li>
<li>The index shows an increasing trend over the past 5 years.</li>
<li>Current exploitation is considered likely to be close to MSY.</li>
<li>Survey information is only available for the Bay of Biscay region.</li>
"
pil.27.7,2017,"<li>Advice is given for 2 years for sub-area 7. Separate advice is given for sardine in divisions 8.a-b and 8.d. There is no ICES advice for sub-area 6.</li>
<li>Sardine in sub-area 7 was previously assessed as a single stock combining sub-area 7 and divisions 8.a-b and 8.d. A recent benchmark concluded it is more appropriate to assess sardine in each area separately.</li>
<li>No management regulations or TACs exist for sardine fisheries in ICES sub-areas 6, 7 and divisions 8.a, b, d and e.</li>
","<li>This stock was benchmarked in 2017.</li>
<li>Landings statistics are highly uncertain since aggregated data was submitted for sub-area 7 and divisions 8.a-b and 8.d.</li>
<li>Survey information is limited (4 years) and is only available for part of the stock distribution.</li>
<li>There is a requirement for improved data around landings, discards, effort and biological sampling.</li>
"
SWO-N,2015,"<li>The TAC for 2015 is 13,700 t. The EC has a large share of this TAC (8,347 t), but this is mainly split between Spain and Portugal. An EC by-catch quota of 144.8 t that is otherwise unallocated is available to Ireland. By-catches by Ireland and other countries not having a quota must not exceed this level.</li>
<li>The TAC covers the entire North Atlantic Ocean.</li>
<li>There are two minimum size options that are applied to the entire Atlantic: 125 cm Lower Jaw-Fork Length (LJFL) or 25 kg weight, with a 15% tolerance, or 119 cm LJFL or 15 kg weight with zero tolerance and record keeping of discarding. </li>
",There is no additional information for this stock
SWO-N,2016,"<li>Rec. 11-13, adopted by the Commission that indicates that For stocks that are not overfished and not subject to overfishing (i.e. stocks in the green quadrant of the Kobe plot), management measures shall be designed to result in a high probability of maintaining the stock within this quadrant.</li>
<li>There  are  two  minimum  size  options  that  are applied  to  the  entire Atlantic: 125 LJFL (lower jaw fork length) with  a 15% tolerance, or 119 cm LJFL with zero tolerance and evaluation of the discards.</li>
<li>The status of the North Atlantic swordfish stock was assessed in September 2013, by means of applying statistical modelling to the available data up to 2011.</li>
<li>No quota uplift is applicable as bycatch is considered negligible.</li>
","<li>Atlantic South and North delimited by 5&deg N.</li>
<li>Rec. 13-02 stipulates that a total allowable shall be 13,700 t for 2014, 2015 and 2016. For some CPCs, part of Swordfish taken in the South Atlantic can be count up against uncaught catch in the North. CPCs who have overall exceeded their individual adjusted catch limits shall pay back their overharvest.</li>
"
